#chrom	chromStart	chromEnd	name	gieStain
chrUn_DS483724v1	0														    13501									    gneg
chrUn_DS483726v1	0														    14983									     gneg
chrUn_DS483728v1	0														    12681									      gneg
chrUn_DS483734v1	0														    15522									       gneg
chrUn_DS483735v1	0														    15068									        gneg
chrUn_DS483736v1	0														    14006										 gneg
chrUn_DS483737v1	0														    13553										  gneg
chrUn_DS483738v1	0														    12856										   gneg
chrUn_DS483739v1	0														    12459										    gneg
chrUn_DS483740v1	0														    12002										     gneg
chrUn_DS483741v1	0														    11807										      gneg
chrUn_DS483743v1	0														    11569										       gneg
chrUn_DS483744v1	0														    9865										        gneg
chrUn_DS483746v1	0														    9341											 gneg
chrUn_DS483748v1	0														    8346											  gneg
chrUn_DS483749v1	0														    8007											   gneg
chrUn_DS483750v1	0														    7722											    gneg
chrUn_DS483751v1	0														    7314											     gneg
chrUn_DS483753v1	0														    7123											      gneg
chrUn_DS483754v1	0														    7003											       gneg
chrUn_DS483755v1	0														    6936											        gneg
chrUn_DS483757v1	0														    6900												 gneg
chrUn_DS483758v1	0														    6860												  gneg
chrUn_DS483759v1	0														    6860												   gneg
chrUn_DS483760v1	0														    6825												    gneg
chrUn_DS483762v1	0														    6698												     gneg
chrUn_DS483763v1	0														    6546												      gneg
chrUn_DS483767v1	0														    6396												       gneg
chrUn_DS483768v1	0														    6294												        gneg
chrUn_DS483769v1	0														    6237													 gneg
chrUn_DS483770v1	0														    6193													  gneg
chrUn_DS483772v1	0														    6076													   gneg
chrUn_DS483773v1	0														    6062													    gneg
chrUn_DS483774v1	0														    6041													     gneg
chrUn_DS483776v1	0														    6000													      gneg
chrUn_DS483780v1	0														    5968													       gneg
chrUn_DS483781v1	0														    5952													        gneg
chrUn_DS483782v1	0														    5915														 gneg
chrUn_DS483783v1	0														    5891														  gneg
chrUn_DS483785v1	0														    5772														   gneg
chrUn_DS483787v1	0														    5698														    gneg
chrUn_DS483792v1	0														    5465														     gneg
chrUn_DS483793v1	0														    5463														      gneg
chrUn_DS483796v1	0														    5383														       gneg
chrUn_DS483797v1	0														    5360														        gneg
chrUn_DS483798v1	0														    5324															 gneg
chrUn_DS483799v1	0														    5323															  gneg
chrUn_DS483800v1	0														    5316															   gneg
chrUn_DS483801v1	0														    5281															    gneg
chrUn_DS483804v1	0														    5189															     gneg
chrUn_DS483805v1	0														    5182															      gneg
chrUn_DS483806v1	0														    5098															       gneg
chrUn_DS483807v1	0														    5061															        gneg
chrUn_DS483808v1	0														    5060																 gneg
chrUn_DS483810v1	0														    5026																  gneg
chrUn_DS483811v1	0														    5000																   gneg
chrUn_DS483812v1	0														    4996																    gneg
chrUn_DS483813v1	0														    4994																     gneg
chrUn_DS483814v1	0														    4986																      gneg
chrUn_DS483815v1	0														    4967																       gneg
chrUn_DS483816v1	0														    4939																        gneg
chrUn_DS483817v1	0														    4933																	 gneg
chrUn_DS483819v1	0														    4903																	  gneg
chrUn_DS483820v1	0														    4888																	   gneg
chrUn_DS483822v1	0														    4865																	    gneg
chrUn_DS483824v1	0														    4820																	     gneg
chrUn_DS483825v1	0														    4815																	      gneg
chrUn_DS483828v1	0														    4785																	       gneg
chrUn_DS483832v1	0														    4705																	        gneg
chrUn_DS483833v1	0														    4701																		 gneg
chrUn_DS483837v1	0														    4608																		  gneg
chrUn_DS483839v1	0														    4581																		   gneg
chrUn_DS483840v1	0														    4573																		    gneg
chrUn_DS483841v1	0														    4553																		     gneg
chrUn_DS483844v1	0														    4471																		      gneg
chrUn_DS483845v1	0														    4465																		       gneg
chrUn_DS483846v1	0														    4452																		        gneg
chrUn_DS483848v1	0														    4436																			 gneg
chrUn_DS483849v1	0														    4400																			  gneg
chrUn_DS483853v1	0														    4381																			   gneg
chrUn_DS483854v1	0														    4378																			    gneg
chrUn_DS483855v1	0														    4377																			     gneg
chrUn_DS483856v1	0														    4370																			      gneg
chrUn_DS483858v1	0														    4361																			       gneg
chrUn_DS483859v1	0														    4336																			        gneg
chrUn_DS483861v1	0														    4310																				 gneg
chrUn_DS483862v1	0														    4310																				  gneg
chrUn_DS483863v1	0														    4305																				   gneg
chrUn_DS483864v1	0														    4295																				    gneg
chrUn_DS483865v1	0														    4289																				     gneg
chrUn_DS483866v1	0														    4273																				      gneg
chrUn_DS483867v1	0														    4272																				       gneg
chrUn_DS483868v1	0														    4256																				        gneg
chrUn_DS483870v1	0														    4231																					 gneg
chrUn_DS483871v1	0														    4225																					  gneg
chrUn_DS483872v1	0														    4222																					   gneg
chrUn_DS483873v1	0														    4222																					    gneg
chrUn_DS483874v1	0														    4202																					     gneg
chrUn_DS483876v1	0														    4188																					      gneg
chrUn_DS483877v1	0														    4183																					       gneg
chrUn_DS483878v1	0														    4182																					        gneg
chrUn_DS483879v1	0														    4163																						 gneg
chrUn_DS483880v1	0														    4150																						  gneg
chrUn_DS483881v1	0														    4135																						   gneg
chrUn_DS483886v1	0														    4081																						    gneg
chrUn_DS483891v1	0														    4030																						     gneg
chrUn_DS483895v1	0														    4006																						      gneg
chrUn_DS483896v1	0														    3991																						       gneg
chrUn_DS483898v1	0														    3970																						        gneg
chrUn_DS483899v1	0														    3964																							 gneg
chrUn_DS483900v1	0														    3960																							  gneg
chrUn_DS483901v1	0														    3950																							   gneg
chrUn_DS483904v1	0														    3932																							    gneg
chrUn_DS483906v1	0														    3924																							     gneg
chrUn_DS483908v1	0														    3913																							      gneg
chrUn_DS483910v1	0														    3906																							       gneg
chrUn_DS483913v1	0														    3871																							        gneg
chrUn_DS483914v1	0														    3864																								 gneg
chrUn_DS483915v1	0														    3858																								  gneg
chrUn_DS483918v1	0														    3818																								   gneg
chrUn_DS483919v1	0														    3807																								    gneg
chrUn_DS483920v1	0														    3806																								     gneg
chrUn_DS483921v1	0														    3806																								      gneg
chrUn_DS483925v1	0														    3755																								       gneg
chrUn_DS483927v1	0														    3737																								        gneg
chrUn_DS483929v1	0														    3717																									 gneg
chrUn_DS483930v1	0														    3716																									  gneg
chrUn_DS483933v1	0														    3708																									   gneg
chrUn_DS483936v1	0														    3681																									    gneg
chrUn_DS483937v1	0														    3660																									     gneg
chrUn_DS483938v1	0														    3650																									      gneg
chrUn_DS483939v1	0														    3649																									       gneg
chrUn_DS483940v1	0														    3648																									        gneg
chrUn_DS483941v1	0														    3646																										 gneg
chrUn_DS483943v1	0														    3638																										  gneg
chrUn_DS483944v1	0														    3622																										   gneg
chrUn_DS483945v1	0														    3622																										    gneg
chrUn_DS483947v1	0														    3603																										     gneg
chrUn_DS483949v1	0														    3593																										      gneg
chrUn_DS483951v1	0														    3574																										       gneg
chrUn_DS483953v1	0														    3557																										        gneg
chrUn_DS483954v1	0														    3554																											 gneg
chrUn_DS483956v1	0														    3553																											  gneg
chrUn_DS483957v1	0														    3553																											   gneg
chrUn_DS483960v1	0														    3527																											    gneg
chrUn_DS483961v1	0														    3527																											     gneg
chrUn_DS483964v1	0														    3519																											      gneg
chrUn_DS483965v1	0														    3503																											       gneg
chrUn_DS483970v1	0														    3490																											        gneg
chrUn_DS483972v1	0														    3477																												 gneg
chrUn_DS483975v1	0														    3466																												  gneg
chrUn_DS483976v1	0														    3463																												   gneg
chrUn_DS483977v1	0														    3458																												    gneg
chrUn_DS483979v1	0														    3434																												     gneg
chrUn_DS483982v1	0														    3402																												      gneg
chrUn_DS483983v1	0														    3396																												       gneg
chrUn_DS483985v1	0														    3389																												        gneg
chrUn_DS483986v1	0														    3386																													 gneg
chrUn_DS483989v1	0														    3373																													  gneg
chrUn_DS483992v1	0														    3365																													   gneg
chrUn_DS483994v1	0														    3348																													    gneg
chrUn_DS483998v1	0														    3313																													     gneg
chrUn_DS483999v1	0														    3308																													      gneg
chrUn_DS484000v1	0														    3302																													       gneg
chrUn_DS484001v1	0														    3299																													        gneg
chrUn_DS484003v1	0														    3284																														 gneg
chrUn_DS484004v1	0														    3277																														  gneg
chrUn_DS484006v1	0														    3268																														   gneg
chrUn_DS484007v1	0														    3262																														    gneg
chrUn_DS484009v1	0														    3259																														     gneg
chrUn_DS484010v1	0														    3259																														      gneg
chrUn_DS484013v1	0														    3252																														       gneg
chrUn_DS484015v1	0														    3234																														        gneg
chrUn_DS484017v1	0														    3227																															 gneg
chrUn_DS484018v1	0														    3223																															  gneg
chrUn_DS484020v1	0														    3218																															   gneg
chrUn_DS484022v1	0														    3209																															    gneg
chrUn_DS484025v1	0														    3201																															     gneg
chrUn_DS484027v1	0														    3197																															      gneg
chrUn_DS484028v1	0														    3196																															       gneg
chrUn_DS484031v1	0														    3190																															        gneg
chrUn_DS484036v1	0														    3174																																 gneg
chrUn_DS484038v1	0														    3171																																  gneg
chrUn_DS484039v1	0														    3162																																   gneg
chrUn_DS484040v1	0														    3159																																    gneg
chrUn_DS484041v1	0														    3157																																     gneg
chrUn_DS484042v1	0														    3156																																      gneg
chrUn_DS484044v1	0														    3144																																       gneg
chrUn_DS484045v1	0														    3129																																        gneg
chrUn_DS484047v1	0														    3123																																	 gneg
chrUn_DS484048v1	0														    3120																																	  gneg
chrUn_DS484050v1	0														    3100																																	   gneg
chrUn_DS484052v1	0														    3089																																	    gneg
chrUn_DS484053v1	0														    3085																																	     gneg
chrUn_DS484054v1	0														    3080																																	      gneg
chrUn_DS484055v1	0														    3080																																	       gneg
chrUn_DS484058v1	0														    3073																																	        gneg
chrUn_DS484059v1	0														    3073																																		 gneg
chrUn_DS484062v1	0														    3058																																		  gneg
chrUn_DS484064v1	0														    3044																																		   gneg
chrUn_DS484065v1	0														    3043																																		    gneg
chrUn_DS484066v1	0														    3025																																		     gneg
chrUn_DS484068v1	0														    3013																																		      gneg
chrUn_DS484069v1	0														    3010																																		       gneg
chrUn_DS484070v1	0														    3009																																		        gneg
chrUn_DS484073v1	0														    2999																																			 gneg
chrUn_DS484076v1	0														    2991																																			  gneg
chrUn_DS484077v1	0														    2984																																			   gneg
chrUn_DS484078v1	0														    2982																																			    gneg
chrUn_DS484079v1	0														    2982																																			     gneg
chrUn_DS484080v1	0														    2971																																			      gneg
chrUn_DS484083v1	0														    2957																																			       gneg
chrUn_DS484086v1	0														    2943																																			        gneg
chrUn_DS484087v1	0														    2937																																				 gneg
chrUn_DS484089v1	0														    2928																																				  gneg
chrUn_DS484090v1	0														    2927																																				   gneg
chrUn_DS484091v1	0														    2926																																				    gneg
chrUn_DS484092v1	0														    2924																																				     gneg
chrUn_DS484093v1	0														    2922																																				      gneg
chrUn_DS484095v1	0														    2919																																				       gneg
chrUn_DS484096v1	0														    2916																																				        gneg
chrUn_DS484097v1	0														    2914																																					 gneg
chrUn_DS484098v1	0														    2911																																					  gneg
chrUn_DS484100v1	0														    2905																																					   gneg
chrUn_DS484102v1	0														    2903																																					    gneg
chrUn_DS484104v1	0														    2893																																					     gneg
chrUn_DS484105v1	0														    2889																																					      gneg
chrUn_DS484106v1	0														    2884																																					       gneg
chrUn_DS484107v1	0														    2882																																					        gneg
chrUn_DS484108v1	0														    2882																																						 gneg
chrUn_DS484109v1	0														    2882																																						  gneg
chrUn_DS484111v1	0														    2881																																						   gneg
chrUn_DS484113v1	0														    2876																																						    gneg
chrUn_DS484116v1	0														    2860																																						     gneg
chrUn_DS484117v1	0														    2860																																						      gneg
chrUn_DS484118v1	0														    2858																																						       gneg
chrUn_DS484120v1	0														    2855																																						        gneg
chrUn_DS484122v1	0														    2849																																							 gneg
chrUn_DS484123v1	0														    2848																																							  gneg
chrUn_DS484134v1	0														    2828																																							   gneg
chrUn_DS484138v1	0														    2822																																							    gneg
chrUn_DS484139v1	0														    2820																																							     gneg
chrUn_DS484144v1	0														    2811																																							      gneg
chrUn_DS484145v1	0														    2804																																							       gneg
chrUn_DS484147v1	0														    2796																																							        gneg
chrUn_DS484148v1	0														    2795																																								 gneg
chrUn_DS484149v1	0														    2795																																								  gneg
chrUn_DS484151v1	0														    2794																																								   gneg
chrUn_DS484152v1	0														    2793																																								    gneg
chrUn_DS484153v1	0														    2793																																								     gneg
chrUn_DS484154v1	0														    2791																																								      gneg
chrUn_DS484155v1	0														    2790																																								       gneg
chrUn_DS484156v1	0														    2788																																								        gneg
chrUn_DS484157v1	0														    2787																																									 gneg
chrUn_DS484159v1	0														    2784																																									  gneg
chrUn_DS484160v1	0														    2783																																									   gneg
chrUn_DS484167v1	0														    2745																																									    gneg
chrUn_DS484168v1	0														    2744																																									     gneg
chrUn_DS484169v1	0														    2736																																									      gneg
chrUn_DS484170v1	0														    2733																																									       gneg
chrUn_DS484176v1	0														    2708																																									        gneg
chrUn_DS484177v1	0														    2703																																										 gneg
chrUn_DS484180v1	0														    2697																																										  gneg
chrUn_DS484183v1	0														    2688																																										   gneg
chrUn_DS484188v1	0														    2670																																										    gneg
chrUn_DS484189v1	0														    2669																																										     gneg
chrUn_DS484190v1	0														    2668																																										      gneg
chrUn_DS484191v1	0														    2665																																										       gneg
chrUn_DS484192v1	0														    2664																																										        gneg
chrUn_DS484193v1	0														    2647																																											 gneg
chrUn_DS484196v1	0														    2644																																											  gneg
chrUn_DS484202v1	0														    2636																																											   gneg
chrUn_DS484205v1	0														    2629																																											    gneg
chrUn_DS484206v1	0														    2628																																											     gneg
chrUn_DS484207v1	0														    2626																																											      gneg
chrUn_DS484209v1	0														    2618																																											       gneg
chrUn_DS484210v1	0														    2617																																											        gneg
chrUn_DS484212v1	0														    2612																																												 gneg
chrUn_DS484213v1	0														    2611																																												  gneg
chrUn_DS484217v1	0														    2603																																												   gneg
chrUn_DS484220v1	0														    2588																																												    gneg
chrUn_DS484221v1	0														    2584																																												     gneg
chrUn_DS484222v1	0														    2583																																												      gneg
chrUn_DS484224v1	0														    2577																																												       gneg
chrUn_DS484225v1	0														    2577																																												        gneg
chrUn_DS484226v1	0														    2576																																													 gneg
chrUn_DS484228v1	0														    2575																																													  gneg
chrUn_DS484229v1	0														    2575																																													   gneg
chrUn_DS484230v1	0														    2575																																													    gneg
chrUn_DS484231v1	0														    2574																																													     gneg
chrUn_DS484232v1	0														    2570																																													      gneg
chrUn_DS484234v1	0														    2561																																													       gneg
chrUn_DS484236v1	0														    2556																																													        gneg
chrUn_DS484238v1	0														    2555																																														 gneg
chrUn_DS484239v1	0														    2549																																														  gneg
chrUn_DS484241v1	0														    2547																																														   gneg
chrUn_DS484242v1	0														    2541																																														    gneg
chrUn_DS484243v1	0														    2541																																														     gneg
chrUn_DS484244v1	0														    2536																																														      gneg
chrUn_DS484246v1	0														    2529																																														       gneg
chrUn_DS484247v1	0														    2529																																														        gneg
chrUn_DS484251v1	0														    2521																																															 gneg
chrUn_DS484253v1	0														    2520																																															  gneg
chrUn_DS484254v1	0														    2517																																															   gneg
chrUn_DS484255v1	0														    2516																																															    gneg
chrUn_DS484256v1	0														    2511																																															     gneg
chrUn_DS484257v1	0														    2511																																															      gneg
chrUn_DS484258v1	0														    2510																																															       gneg
chrUn_DS484262v1	0														    2491																																															        gneg
chrUn_DS484263v1	0														    2487																																																 gneg
chrUn_DS484264v1	0														    2479																																																  gneg
chrUn_DS484267v1	0														    2476																																																   gneg
chrUn_DS484271v1	0														    2470																																																    gneg
chrUn_DS484274v1	0														    2462																																																     gneg
chrUn_DS484275v1	0														    2451																																																      gneg
chrUn_DS484276v1	0														    2447																																																       gneg
chrUn_DS484277v1	0														    2442																																																        gneg
chrUn_DS484279v1	0														    2438																																																	 gneg
chrUn_DS484280v1	0														    2438																																																	  gneg
chrUn_DS484281v1	0														    2438																																																	   gneg
chrUn_DS484282v1	0														    2435																																																	    gneg
chrUn_DS484283v1	0														    2434																																																	     gneg
chrUn_DS484285v1	0														    2431																																																	      gneg
chrUn_DS484286v1	0														    2429																																																	       gneg
chrUn_DS484287v1	0														    2428																																																	        gneg
chrUn_DS484289v1	0														    2425																																																		 gneg
chrUn_DS484291v1	0														    2421																																																		  gneg
chrUn_DS484292v1	0														    2421																																																		   gneg
chrUn_DS484294v1	0														    2419																																																		    gneg
chrUn_DS484296v1	0														    2417																																																		     gneg
chrUn_DS484300v1	0														    2400																																																		      gneg
chrUn_DS484301v1	0														    2394																																																		       gneg
chrUn_DS484303v1	0														    2390																																																		        gneg
chrUn_DS484304v1	0														    2390																																																			 gneg
chrUn_DS484306v1	0														    2385																																																			  gneg
chrUn_DS484307v1	0														    2385																																																			   gneg
chrUn_DS484308v1	0														    2385																																																			    gneg
chrUn_DS484309v1	0														    2384																																																			     gneg
chrUn_DS484310v1	0														    2383																																																			      gneg
chrUn_DS484311v1	0														    2383																																																			       gneg
chrUn_DS484312v1	0														    2382																																																			        gneg
chrUn_DS484313v1	0														    2381																																																				 gneg
chrUn_DS484314v1	0														    2381																																																				  gneg
chrUn_DS484315v1	0														    2379																																																				   gneg
chrUn_DS484317v1	0														    2378																																																				    gneg
chrUn_DS484318v1	0														    2375																																																				     gneg
chrUn_DS484320v1	0														    2369																																																				      gneg
chrUn_DS484321v1	0														    2368																																																				       gneg
chrUn_DS484329v1	0														    2354																																																				        gneg
chrUn_DS484331v1	0														    2352																																																					 gneg
chrUn_DS484333v1	0														    2344																																																					  gneg
chrUn_DS484335v1	0														    2342																																																					   gneg
chrUn_DS484339v1	0														    2330																																																					    gneg
chrUn_DS484340v1	0														    2328																																																					     gneg
chrUn_DS484342v1	0														    2326																																																					      gneg
chrUn_DS484343v1	0														    2325																																																					       gneg
chrUn_DS484348v1	0														    2308																																																					        gneg
chrUn_DS484350v1	0														    2304																																																						 gneg
chrUn_DS484353v1	0														    2295																																																						  gneg
chrUn_DS484355v1	0														    2291																																																						   gneg
chrUn_DS484363v1	0														    2270																																																						    gneg
chrUn_DS484366v1	0														    2266																																																						     gneg
chrUn_DS484369v1	0														    2253																																																						      gneg
chrUn_DS484370v1	0														    2248																																																						       gneg
chrUn_DS484375v1	0														    2234																																																						        gneg
chrUn_DS484378v1	0														    2232																																																							 gneg
chrUn_DS484380v1	0														    2227																																																							  gneg
chrUn_DS484383v1	0														    2221																																																							   gneg
chrUn_DS484385v1	0														    2217																																																							    gneg
chrUn_DS484386v1	0														    2216																																																							     gneg
chrUn_DS484389v1	0														    2207																																																							      gneg
chrUn_DS484391v1	0														    2205																																																							       gneg
chrUn_DS484394v1	0														    2200																																																							        gneg
chrUn_DS484395v1	0														    2198																																																								 gneg
chrUn_DS484396v1	0														    2198																																																								  gneg
chrUn_DS484400v1	0														    2190																																																								   gneg
chrUn_DS484403v1	0														    2187																																																								    gneg
chrUn_DS484404v1	0														    2185																																																								     gneg
chrUn_DS484407v1	0														    2176																																																								      gneg
chrUn_DS484408v1	0														    2173																																																								       gneg
chrUn_DS484412v1	0														    2161																																																								        gneg
chrUn_DS484414v1	0														    2157																																																									 gneg
chrUn_DS484421v1	0														    2129																																																									  gneg
chrUn_DS484424v1	0														    2124																																																									   gneg
chrUn_DS484425v1	0														    2124																																																									    gneg
chrUn_DS484426v1	0														    2119																																																									     gneg
chrUn_DS484427v1	0														    2117																																																									      gneg
chrUn_DS484432v1	0														    2112																																																									       gneg
chrUn_DS484434v1	0														    2108																																																									        gneg
chrUn_DS484435v1	0														    2105																																																										 gneg
chrUn_DS484436v1	0														    2105																																																										  gneg
chrUn_DS484437v1	0														    2103																																																										   gneg
chrUn_DS484438v1	0														    2102																																																										    gneg
chrUn_DS484443v1	0														    2094																																																										     gneg
chrUn_DS484445v1	0														    2092																																																										      gneg
chrUn_DS484446v1	0														    2090																																																										       gneg
chrUn_DS484448v1	0														    2088																																																										        gneg
chrUn_DS484449v1	0														    2087																																																											 gneg
chrUn_DS484452v1	0														    2086																																																											  gneg
chrUn_DS484454v1	0														    2084																																																											   gneg
chrUn_DS484456v1	0														    2081																																																											    gneg
chrUn_DS484458v1	0														    2079																																																											     gneg
chrUn_DS484460v1	0														    2076																																																											      gneg
chrUn_DS484463v1	0														    2064																																																											       gneg
chrUn_DS484464v1	0														    2063																																																											        gneg
chrUn_DS484466v1	0														    2062																																																												 gneg
chrUn_DS484467v1	0														    2060																																																												  gneg
chrUn_DS484469v1	0														    2060																																																												   gneg
chrUn_DS484470v1	0														    2059																																																												    gneg
chrUn_DS484471v1	0														    2050																																																												     gneg
chrUn_DS484472v1	0														    2046																																																												      gneg
chrUn_DS484475v1	0														    2043																																																												       gneg
chrUn_DS484478v1	0														    2033																																																												        gneg
chrUn_DS484479v1	0														    2033																																																													 gneg
chrUn_DS484480v1	0														    2030																																																													  gneg
chrUn_DS484481v1	0														    2027																																																													   gneg
chrUn_DS484484v1	0														    2020																																																													    gneg
chrUn_DS484485v1	0														    2017																																																													     gneg
chrUn_DS484486v1	0														    2014																																																													      gneg
chrUn_DS484487v1	0														    2010																																																													       gneg
chrUn_DS484489v1	0														    2008																																																													        gneg
chrUn_DS484490v1	0														    2006																																																														 gneg
chrUn_DS484491v1	0														    2006																																																														  gneg
chrUn_DS484493v1	0														    2005																																																														   gneg
chrUn_DS484496v1	0														    1998																																																														    gneg
chrUn_DS484498v1	0														    1998																																																														     gneg
chrUn_DS484499v1	0														    1995																																																														      gneg
chrUn_DS484501v1	0														    1990																																																														       gneg
chrUn_DS484502v1	0														    1990																																																														        gneg
chrUn_DS484503v1	0														    1988																																																															 gneg
chrUn_DS484505v1	0														    1986																																																															  gneg
chrUn_DS484508v1	0														    1976																																																															   gneg
chrUn_DS484509v1	0														    1976																																																															    gneg
chrUn_DS484510v1	0														    1975																																																															     gneg
chrUn_DS484511v1	0														    1974																																																															      gneg
chrUn_DS484513v1	0														    1966																																																															       gneg
chrUn_DS484514v1	0														    1966																																																															        gneg
chrUn_DS484515v1	0														    1966																																																																 gneg
chrUn_DS484520v1	0														    1962																																																																  gneg
chrUn_DS484521v1	0														    1962																																																																   gneg
chrUn_DS484522v1	0														    1962																																																																    gneg
chrUn_DS484524v1	0														    1961																																																																     gneg
chrUn_DS484525v1	0														    1961																																																																      gneg
chrUn_DS484527v1	0														    1956																																																																       gneg
chrUn_DS484528v1	0														    1947																																																																        gneg
chrUn_DS484532v1	0														    1945																																																																	 gneg
chrUn_DS484534v1	0														    1943																																																																	  gneg
chrUn_DS484539v1	0														    1936																																																																	   gneg
chrUn_DS484542v1	0														    1933																																																																	    gneg
chrUn_DS484543v1	0														    1931																																																																	     gneg
chrUn_DS484544v1	0														    1929																																																																	      gneg
chrUn_DS484546v1	0														    1928																																																																	       gneg
chrUn_DS484548v1	0														    1926																																																																	        gneg
chrUn_DS484549v1	0														    1926																																																																		 gneg
chrUn_DS484550v1	0														    1924																																																																		  gneg
chrUn_DS484553v1	0														    1917																																																																		   gneg
chrUn_DS484557v1	0														    1907																																																																		    gneg
chrUn_DS484559v1	0														    1905																																																																		     gneg
chrUn_DS484561v1	0														    1903																																																																		      gneg
chrUn_DS484565v1	0														    1901																																																																		       gneg
chrUn_DS484566v1	0														    1900																																																																		        gneg
chrUn_DS484567v1	0														    1900																																																																			 gneg
chrUn_DS484571v1	0														    1893																																																																			  gneg
chrUn_DS484573v1	0														    1890																																																																			   gneg
