chrom	chromStart	chromEnd	name	gieStain
chrX	7270584	7286017		
chrX	7286017	7337287		
chrX	7337287	7483042		
chrX	7483042	7557502		
chrX	7557502	7631961		
chrX	7631961	7665711		
chrX	7665711	7719710		
chrX	7719710	7763863		
chrX	7763863	7801642		
chrX	7801642	7892094		
chrX	7892094	7914742		
chrX	7914742	7926384		
chrX	7926384	7933660		
chrX	7933660	7933670		
chrX	7933670	7934145		
chrX	7934145	7934858		
chrX	7934858	7937653		
chrX	7937653	7947829		
chrX	7947829	7970075		
chrX	7970075	8029756		
chrX	8029756	8044642		
chrX	8044642	8053016		
chrX	8053016	8087044		
chrX	8087044	8126255		
chrX	8126255	8126265		
chrX	8126265	8126275		
chrX	8126275	8126285		
chrX	8126285	8126295		
chrX	8126295	8126305		
chrX	8126305	8133234		
chrX	8133234	8135468		
chrX	8135468	8139438		
chrX	8139438	8146812		
chrX	8146812	8157624		
chrX	8157624	8178749		
chrX	8178749	8205831		
chrX	8205831	8205841		
chrX	8205841	8215335		
chrX	8215335	8224978		
chrX	8224978	8246254		
chrX	8246254	8294387		
chrX	8294387	8345659		
chrX	8345659	8363612		
chrX	8363612	8369050		
chrX	8369050	8387004		
chrX	8387004	8409101		
chrX	8409101	8426192		
chrX	8426192	8428350		
chrX	8428350	8453813		
chrX	8453813	8455971		
chrX	8455971	8465638		
chrX	8465638	8516047		
chrX	8516047	8518205		
chrX	8518205	8544532		
chrX	8544532	8570858		
chrX	8570858	8576296		
chrX	8576296	8581734		
chrX	8581734	8599688		
chrX	8599688	8617641		
chrX	8617641	8627309		
chrX	8627309	8649406		
chrX	8649406	8684019		
chrX	8684019	8718632		
chrX	8718632	8728299		
chrX	8728299	8746253		
chrX	8746253	8768350		
chrX	8768350	8802963		
chrX	8802963	8833432		
chrX	8833432	8855529		
chrX	8855529	8877626		
chrX	8877626	8891437		
chrX	8891437	8901104		
chrX	8901104	8919115		
chrX	8919115	8933649		
chrX	8933649	9003206		
chrX	9003206	9006450		
chrX	9006450	9033443		
chrX	9033443	9084183		
chrX	9084183	9084193		
chrX	9084193	9084203		
chrX	9084203	9087896		
chrX	9087896	9095015		
chrX	9095015	9116818		
chrX	9116818	9118407		
chrX	9118407	9125527		
chrX	9125527	9132646		
chrX	9132646	9145868		
chrX	9145868	9163009		
chrX	9163009	9176195		
chrX	9176195	9185425		
chrX	9185425	9194655		
chrX	9194655	9223746		
chrX	9223746	9248881		
chrX	9248881	9262067		
chrX	9262067	9279208		
chrX	9279208	9296350		
chrX	9296350	9317447		
chrX	9317447	9326677		
chrX	9326677	9347774		
chrX	9347774	9364915		
chrX	9364915	9385188		
chrX	9385188	9387248		
chrX	9387248	9412383		
chrX	9412383	9445430		
chrX	9445430	9478477		
chrX	9478477	9495618		
chrX	9495618	9512759		
chrX	9512759	9521989		
chrX	9521989	9531219		
chrX	9531219	9559486		
chrX	9559486	9561546		
chrX	9561546	9566738		
chrX	9566738	9591049		
chrX	9591049	9591059		
chrX	9591059	9600460		
chrX	9600460	9614746		
chrX	9614746	9629032		
chrX	9629032	9635282		
chrX	9635282	9644211		
chrX	9644211	9653139		
chrX	9653139	9664747		
chrX	9664747	9676354		
chrX	9676354	9682604		
chrX	9682604	9688854		
chrX	9688854	9709556		
chrX	9709556	9786992		
chrX	9786992	9871237		
chrX	9871237	9976046		
chrX	9976046	10046675		
chrX	10046675	10055610		9A5
chrX	10055610	10119289		9B1
chrX	10119289	10189918		9B2
chrX	10189918	10205803		9B3
chrX	10205803	10235303		9B4
chrX	10235303	10278559		9B5
chrX	10278559	10321816		9B6
chrX	10321816	10351316		9B7
chrX	10351316	10351326		9B8
chrX	10351326	10351336		9B9
chrX	10351336	10351346		9B10
chrX	10351346	10366250		9B11
chrX	10366250	10377047		9B12
chrX	10377047	10381771		9B13
chrX	10381771	10400286		9B14
chrX	10400286	10401341		9B15
chrX	10401341	10424369		9C1
chrX	10424369	10447397		9C2
chrX	10447397	10454146		9C3
chrX	10454146	10460894		9C4
chrX	10460894	10463551		9C5
chrX	10463551	10466208		9C6
chrX	10466208	10479072		9D1
chrX	10479072	10534561		9D2
chrX	10534561	10598783		9D3
chrX	10598783	10645358		9D4
chrX	10645358	10744693		9E1
chrX	10744693	10754160		9E2
chrX	10754160	10756102		9E3
chrX	10756102	10762249		9E4
chrX	10762249	10763840		9E5
chrX	10763840	10765430		9E6
chrX	10765430	10770983		9E7
chrX	10770983	10775665		9E8
chrX	10775665	10779585		9E9
chrX	10779585	10781790		9E10
chrX	10781790	10794146		9F1
chrX	10794146	10816483		9F2
chrX	10816483	10820469		9F3
chrX	10820469	10839768		9F4
chrX	10839768	10870647		9F5
chrX	10870647	10872229		9F6
chrX	10872229	10885390		9F7
chrX	10885390	10907094		9F8
chrX	10907094	10908676		9F9
chrX	10908676	10921837		9F10
chrX	10921837	10928924		9F11
chrX	10928924	10948224		9F12
chrX	10948224	10976635		9F13
chrX	10976635	11002008		10A1
chrX	11002008	11033520		10A2
chrX	11033520	11065370		10A3
chrX	11065370	11112727		10A4
chrX	11112727	11115153		10A5
chrX	11115153	11139025		10A6
chrX	11139025	11141451		10A7
chrX	11141451	11165323		10A8
chrX	11165323	11167749		10A9
chrX	11167749	11187934		10A10
chrX	11187934	11198803		10A11
chrX	11198803	11261103		10B1
chrX	11261103	11323404		10B2
chrX	11323404	11353002		10B3
chrX	11353002	11358229		10B4
chrX	11358229	11366285		10B5
chrX	11366285	11374341		10B6
chrX	11374341	11382396		10B7
chrX	11382396	11403155		10B8
chrX	11403155	11404124		10B9
chrX	11404124	11419654		10B10
chrX	11419654	11435185		10B11
chrX	11435185	11439522		10B12
chrX	11439522	11453194		10B13
chrX	11453194	11466865		10B14
chrX	11466865	11485765		10B15
chrX	11485765	11486734		10B16
chrX	11486734	11489173		10B17
chrX	11489173	11504704		10C1
chrX	11504704	11522905		10C2
chrX	11522905	11536749		10C3
chrX	11536749	11548369		10C4
chrX	11548369	11559989		10C5
chrX	11559989	11571609		10C6
chrX	11571609	11584999		10C7
chrX	11584999	11586134		10C8
chrX	11586134	11597754		10C9
chrX	11597754	11607195		10C10
chrX	11607195	11623217		10D1
chrX	11623217	11657343		10D2
chrX	11657343	11664086		10D3
chrX	11664086	11686350		10D4
chrX	11686350	11706779		10D5
chrX	11706779	11715401		10D6
chrX	11715401	11720251		10D7
chrX	11720251	11728873		10D8
chrX	11728873	11756048		10E1
chrX	11756048	11781285		10E2
chrX	11781285	11805570		10E3
chrX	11805570	11807628		10E4
chrX	11807628	11812815		10E5
chrX	11812815	11829938		10E6
chrX	11829938	11855047		10F1
chrX	11855047	11878552		10F2
chrX	11878552	11883407		10F3
chrX	11883407	11909840		10F4
chrX	11909840	11911766		10F5
chrX	11911766	11920398		10F6
chrX	11920398	11932728		10F7
chrX	11932728	11945058		10F8
chrX	11945058	11953689		10F9
chrX	11953689	11969719		10F10
chrX	11969719	11982049		10F11
chrX	11982049	12027054		11A1
chrX	12027054	12062670		11A2
chrX	12062670	12101712		11A3
chrX	12101712	12140754		11A4
chrX	12140754	12170786		11A5
chrX	12170786	12228035		11A6
chrX	12228035	12294293		11A7
chrX	12294293	12360552		11A8
chrX	12360552	12426810		11A9
chrX	12426810	12447833		11A10
chrX	12447833	12486874		11A11
chrX	12486874	12525916		11A12
chrX	12525916	12583165		11B1
chrX	12583165	12605819		11B2
chrX	12605819	12614137		11B3
chrX	12614137	12622456		11B4
chrX	12622456	12630775		11B5
chrX	12630775	12639094		11B6
chrX	12639094	12657365		11B7
chrX	12657365	12659222		11B8
chrX	12659222	12678236		11B9
chrX	12678236	12703713		11B10
chrX	12703713	12705569		11B11
chrX	12705569	12710249		11B12
chrX	12710249	12722133		11B13
chrX	12722133	12751174		11B14
chrX	12751174	12753031		11B15
chrX	12753031	12772045		11B16
chrX	12772045	12772055		11B17
chrX	12772055	12772065		11B18
chrX	12772065	12772075		11B19
chrX	12772075	12778532		11C1
chrX	12778532	12811935		11C2
chrX	12811935	12824201		11C3
chrX	12824201	12836466		11C4
chrX	12836466	12911046		11D1
chrX	12911046	12913784		11D2
chrX	12913784	12941820		11D3
chrX	12941820	12954086		11D4
chrX	12954086	12982121		11D5
chrX	12982121	13010157		11D6
chrX	13010157	13022423		11D7
chrX	13022423	13055825		11D8
chrX	13055825	13073348		11D9
chrX	13073348	13101383		11D10
chrX	13101383	13113649		11D11
chrX	13113649	13172349		11E1
chrX	13172349	13175087		11E2
chrX	13175087	13217908		11E3
chrX	13217908	13220645		11E4
chrX	13220645	13227545		11E5
chrX	13227545	13250324		11E6
chrX	13250324	13257224		11E7
chrX	13257224	13285259		11E8
chrX	13285259	13312200		11E9
chrX	13312200	13314938		11E10
chrX	13314938	13336622		11E11
chrX	13336622	13339360		11E12
chrX	13339360	13346259		11E13
chrX	13346259	13399703		11F1
chrX	13399703	13399713		11F2
chrX	13399713	13401690		11F3
chrX	13401690	13413561		11F4
chrX	13413561	13421871		11F5
chrX	13421871	13437303		11F6
chrX	13437303	13452735		11F7
chrX	13452735	13461045		11F8
chrX	13461045	13497993		12A1
chrX	13497993	13531305		12A2
chrX	13531305	13535979		12A3
chrX	13535979	13572186		12A4
chrX	13572186	13574040		12A5
chrX	13574040	13589473		12A6
chrX	13589473	13604905		12A7
chrX	13604905	13623898		12A8
chrX	13623898	13646527		12A9
chrX	13646527	13646537		12A10
chrX	13646537	13655034		12B1
chrX	13655034	13691860		12B2
chrX	13691860	13703545		12B3
chrX	13703545	13754455		12B4
chrX	13754455	13754465		12B5
chrX	13754465	13754475		12B6
chrX	13754475	13754485		12B7
chrX	13754485	13754495		12B8
chrX	13754495	13755214		12B9
chrX	13755214	13757665		12B10
chrX	13757665	13767270		12C1
chrX	13767270	13772900		12C2
chrX	13772900	13775658		12C3
chrX	13775658	13784766		12C4
chrX	13784766	13819476		12C5
chrX	13819476	13841244		12C6
chrX	13841244	13898579		12C7
chrX	13898579	13903438		12C8
chrX	13903438	13990703		12D1
chrX	13990703	14044898		12D2
chrX	14044898	14058416		12D3
chrX	14058416	14071935		12D4
chrX	14071935	14080987		12D5
chrX	14080987	14129388		12E1
chrX	14129388	14189497		12E2
chrX	14189497	14203016		12E3
chrX	14203016	14216534		12E4
chrX	14216534	14251134		12E5
chrX	14251134	14271299		12E6
chrX	14271299	14291463		12E7
chrX	14291463	14372300		12E8
chrX	14372300	14453138		12E9
chrX	14453138	14490586		12E10
chrX	14490586	14510750		12E11
chrX	14510750	14650641		12F1
chrX	14650641	14718166		12F2
chrX	14718166	14755933		12F3
chrX	14755933	14826072		12F4
chrX	14826072	14848816		12F5
chrX	14848816	14870467		12F6
chrX	14870467	14873201		12F7
chrX	14873201	14968770		13A1
chrX	14968770	14971504		13A2
chrX	14971504	14978393		13A3
chrX	14978393	14985281		13A4
chrX	14985281	15059747		13A5
chrX	15059747	15059757		13A6
chrX	15059757	15059767		13A7
chrX	15059767	15073064		13A8
chrX	15073064	15085367		13A9
chrX	15085367	15092893		13A10
chrX	15092893	15112007		13A11
chrX	15112007	15131121		13A12
chrX	15131121	15195152		13B1
chrX	15195152	15198139		13B2
chrX	15198139	15246043		13B3
chrX	15246043	15293947		13B4
chrX	15293947	15307327		13B5
chrX	15307327	15342568		13B6
chrX	15342568	15345555		13B7
chrX	15345555	15358934		13B8
chrX	15358934	15372314		13B9
chrX	15372314	15442080		13C1
chrX	15442080	15445066		13C2
chrX	15445066	15456047		13C3
chrX	15456047	15473609		13C4
chrX	15473609	15506622		13C5
chrX	15506622	15506632		13C6
chrX	15506632	15514625		13C7
chrX	15514625	15522834		13C8
chrX	15522834	15545189		13D1
chrX	15545189	15567544		13D2
chrX	15567544	15575753		13D3
chrX	15575753	15590265		13D4
chrX	15590265	15592098		13D5
chrX	15592098	15627865		13E1
chrX	15627865	15629698		13E2
chrX	15629698	15668983		13E3
chrX	15668983	15670816		13E4
chrX	15670816	15679025		13E5
chrX	15679025	15687234		13E6
chrX	15687234	15698961		13E7
chrX	15698961	15720583		13E8
chrX	15720583	15720593		13E9
chrX	15720593	15724604		13E10
chrX	15724604	15730335		13E11
chrX	15730335	15745428		13E12
chrX	15745428	15746707		13E13
chrX	15746707	15769168		13E14
chrX	15769168	15770447		13E15
chrX	15770447	15776177		13E16
chrX	15776177	15781908		13E17
chrX	15781908	15795006		13E18
chrX	15795006	15819973		13F1
chrX	15819973	15819983		13F2
chrX	15819983	15820575		13F3
chrX	15820575	15826792		13F4
chrX	15826792	15829512		13F5
chrX	15829512	15832232		13F6
chrX	15832232	15837041		13F7
chrX	15837041	15837648		13F8
chrX	15837648	15839178		13F9
chrX	15839178	15846342		13F10
chrX	15846342	15846949		13F11
chrX	15846949	15849669		13F12
chrX	15849669	15852389		13F13
chrX	15852389	15858363		13F14
chrX	15858363	15858970		13F15
chrX	15858970	15867300		13F16
chrX	15867300	15891771		13F17
chrX	15891771	15907608		13F18
chrX	15907608	15955909		14A1
chrX	15955909	15958383		14A2
chrX	15958383	15969469		14A3
chrX	15969469	15980554		14A4
chrX	15980554	16001142		14A5
chrX	16001142	16068545		14A6
chrX	16068545	16071020		14A7
chrX	16071020	16091607		14A8
chrX	16091607	16113516		14A9
chrX	16113516	16175032		14B1
chrX	16175032	16177665		14B2
chrX	16177665	16239180		14B3
chrX	16239180	16241813		14B4
chrX	16241813	16253611		14B5
chrX	16253611	16265408		14B6
chrX	16265408	16286264		14B7
chrX	16286264	16288898		14B8
chrX	16288898	16319971		14B9
chrX	16319971	16319981		14B10
chrX	16319981	16319991		14B11
chrX	16319991	16323601		14B12
chrX	16323601	16329399		14B13
chrX	16329399	16335197		14B14
chrX	16335197	16350470		14B15
chrX	16350470	16351924		14B16
chrX	16351924	16357760		14B17
chrX	16357760	16363596		14B18
chrX	16363596	16381468		14C1
chrX	16381468	16391099		14C2
chrX	16391099	16402005		14C3
chrX	16402005	16440077		14C4
chrX	16440077	16440087		14C5
chrX	16440087	16450276		14C6
chrX	16450276	16452002		14C7
chrX	16452002	16456349		14C8
chrX	16456349	16503346		14D1
chrX	16503346	16505071		14D2
chrX	16505071	16512800		14D3
chrX	16512800	16520529		14D4
chrX	16520529	16557519		14E1
chrX	16557519	16559244		14E2
chrX	16559244	16566974		14E3
chrX	16566974	16574703		14E4
chrX	16574703	16595751		14F1
chrX	16595751	16632741		14F2
chrX	16632741	16634466		14F3
chrX	16634466	16642195		14F4
chrX	16642195	16659862		14F5
chrX	16659862	16667591		14F6
chrX	16667591	16701269		15A1
chrX	16701269	16702994		15A2
chrX	16702994	16749990		15A3
chrX	16749990	16751716		15A4
chrX	16751716	16769382		15A5
chrX	16769382	16777112		15A6
chrX	16777112	16784841		15A7
chrX	16784841	16799195		15A8
chrX	16799195	16806924		15A9
chrX	16806924	16821279		15A10
chrX	16821279	16838945		15A11
chrX	16838945	16872623		15B1
chrX	16872623	16874348		15B2
chrX	16874348	16878696		15B3
chrX	16878696	16889737		15B4
chrX	16889737	16900779		15B5
chrX	16900779	16924450		15C1
chrX	16924450	16928117		15C2
chrX	16928117	16937029		15C3
chrX	16937029	16956602		15C4
chrX	16956602	16959551		15C5
chrX	16959551	16969023		15C6
chrX	16969023	17018417		15D1
chrX	17018417	17020531		15D2
chrX	17020531	17030004		15D3
chrX	17030004	17054954		15D4
chrX	17054954	17057069		15D5
chrX	17057069	17066541		15D6
chrX	17066541	17091492		15E1
chrX	17091492	17093606		15E2
chrX	17093606	17110352		15E3
chrX	17110352	17112467		15E4
chrX	17112467	17145537		15E5
chrX	17145537	17147651		15E6
chrX	17147651	17157124		15E7
chrX	17157124	17198398		15F1
chrX	17198398	17202763		15F2
chrX	17202763	17213219		15F3
chrX	17213219	17258775		15F4
chrX	17258775	17261109		15F5
chrX	17261109	17266990		15F6
chrX	17266990	17285474		15F7
chrX	17285474	17287808		15F8
chrX	17287808	17293689		15F9
chrX	17293689	17357262		16A1
chrX	17357262	17359596		16A2
chrX	17359596	17361930		16A3
chrX	17361930	17399365		16A4
chrX	17399365	17467419		16A5
chrX	17467419	17469753		16A6
chrX	17469753	17472087		16A7
chrX	17472087	17526605		16B1
chrX	17526605	17528939		16B2
chrX	17528939	17534820		16B3
chrX	17534820	17571321		16B4
chrX	17571321	17573655		16B5
chrX	17573655	17597553		16B6
chrX	17597553	17608009		16B7
chrX	17608009	17618464		16B8
chrX	17618464	17628920		16B9
chrX	17628920	17665421		16B10
chrX	17665421	17667755		16B11
chrX	17667755	17678210		16B12
chrX	17678210	17719192		16C1
chrX	17719192	17719202		16C2
chrX	17719202	17719212		16C3
chrX	17719212	17723197		16C4
chrX	17723197	17739537		16C5
chrX	17739537	17744721		16C6
chrX	17744721	17749905		16C7
chrX	17749905	17761755		16C8
chrX	17761755	17764671		16C9
chrX	17764671	17776521		16C10
chrX	17776521	17792860		16D1
chrX	17792860	17809200		16D2
chrX	17809200	17816606		16D3
chrX	17816606	17830261		16D4
chrX	17830261	17831418		16D5
chrX	17831418	17836602		16D6
chrX	17836602	17841787		16D7
chrX	17841787	17855905		16E1
chrX	17855905	17865532		16E2
chrX	17865532	17868449		16E3
chrX	17868449	17882103		16E4
chrX	17882103	17883261		16E5
chrX	17883261	17910293		16F1
chrX	17910293	17911450		16F2
chrX	17911450	17938482		16F3
chrX	17938482	18014931		16F4
chrX	18014931	18058431		16F5
chrX	18058431	18101931		16F6
chrX	18101931	18168369		16F7
chrX	18168369	18168379		16F8
chrX	18168379	18188579		17A1
chrX	18188579	18227467		17A2
chrX	18227467	18266356		17A3
chrX	18266356	18305244		17A4
chrX	18305244	18354596		17A5
chrX	18354596	18356549		17A6
chrX	18356549	18369043		17A7
chrX	18369043	18380056		17A8
chrX	18380056	18390387		17A9
chrX	18390387	18400718		17A10
chrX	18400718	18417754		17A11
chrX	18417754	18419763		17A12
chrX	18419763	18452839		17B1
chrX	18452839	18454147		17B2
chrX	18454147	18467545		17B3
chrX	18467545	18480943		17B4
chrX	18480943	18494341		17B5
chrX	18494341	18502714		17B6
chrX	18502714	18533278		17C1
chrX	18533278	18534586		17C2
chrX	18534586	18565150		17C3
chrX	18565150	18601065		17C4
chrX	18601065	18629010		17C5
chrX	18629010	18641236		17C6
chrX	18641236	18653462		17C7
chrX	18653462	18711972		17D1
chrX	18711972	18714701		17D2
chrX	18714701	18773211		17D3
chrX	18773211	18775940		17D4
chrX	18775940	18788166		17D5
